,d,sales,tm_w_end,tm_dw,tm_wm,tm_m,tm_w,sell_price,snap_count,is_event,date
400,401,63.0,1,6,1,3,9,2.9149837,1,0,2012-03-04
401,402,18.0,0,0,1,3,10,2.9149837,3,0,2012-03-05
402,403,20.0,0,1,1,3,10,2.9149837,3,0,2012-03-06
403,404,17.0,0,2,1,3,10,2.9149837,2,0,2012-03-07
404,405,22.0,0,3,2,3,10,2.9149837,2,1,2012-03-08
405,406,9.0,0,4,2,3,10,2.9149837,3,0,2012-03-09
406,407,21.0,1,5,2,3,10,2.9189942,1,0,2012-03-10
407,408,25.0,1,6,2,3,10,2.9189942,2,0,2012-03-11
408,409,15.0,0,0,2,3,11,2.9189942,2,0,2012-03-12
409,410,20.0,0,1,2,3,11,2.9189942,1,0,2012-03-13
410,411,17.0,0,2,2,3,11,2.9189942,1,0,2012-03-14
411,412,14.0,0,3,3,3,11,2.9189942,2,0,2012-03-15
412,413,17.0,0,4,3,3,11,2.9189942,0,0,2012-03-16
413,414,7.0,1,5,3,3,11,2.9193945,0,1,2012-03-17
414,415,19.0,1,6,3,3,11,2.9193945,0,0,2012-03-18
415,416,21.0,0,0,3,3,12,2.9193945,0,0,2012-03-19
416,417,23.0,0,1,3,3,12,2.9193945,0,0,2012-03-20
417,418,28.0,0,2,3,3,12,2.9193945,0,0,2012-03-21
418,419,38.0,0,3,4,3,12,2.9193945,0,0,2012-03-22
419,420,14.0,0,4,4,3,12,2.9193945,0,0,2012-03-23
420,421,28.0,1,5,4,3,12,2.9228613,0,0,2012-03-24
421,422,20.0,1,6,4,3,12,2.9228613,0,0,2012-03-25
422,423,32.0,0,0,4,3,13,2.9228613,0,0,2012-03-26
423,424,21.0,0,1,4,3,13,2.9228613,0,0,2012-03-27
424,425,18.0,0,2,4,3,13,2.9228613,0,0,2012-03-28
425,426,14.0,0,3,5,3,13,2.9228613,0,0,2012-03-29
426,427,24.0,0,4,5,3,13,2.9228613,0,0,2012-03-30
427,428,20.0,1,5,5,3,13,2.919795,0,0,2012-03-31
428,429,34.0,1,6,1,4,13,2.919795,2,0,2012-04-01
429,430,16.0,0,0,1,4,14,2.919795,2,0,2012-04-02
430,431,24.0,0,1,1,4,14,2.919795,3,0,2012-04-03
431,432,23.0,0,2,1,4,14,2.919795,1,0,2012-04-04
432,433,18.0,0,3,1,4,14,2.919795,3,0,2012-04-05
433,434,43.0,0,4,1,4,14,2.919795,3,0,2012-04-06
434,435,22.0,1,5,1,4,14,2.9229577,2,0,2012-04-07
435,436,14.0,1,6,2,4,14,2.9229577,2,1,2012-04-08
436,437,33.0,0,0,2,4,15,2.9229577,3,0,2012-04-09
437,438,28.0,0,1,2,4,15,2.9229577,1,0,2012-04-10
438,439,19.0,0,2,2,4,15,2.9229577,2,0,2012-04-11
439,440,11.0,0,3,2,4,15,2.9229577,2,0,2012-04-12
440,441,8.0,0,4,2,4,15,2.9229577,1,0,2012-04-13
441,442,14.0,1,5,2,4,15,2.9429,1,1,2012-04-14
442,443,19.0,1,6,3,4,15,2.9429,2,1,2012-04-15
443,444,11.0,0,0,3,4,16,2.9429,0,0,2012-04-16
444,445,25.0,0,1,3,4,16,2.9429,0,0,2012-04-17
445,446,23.0,0,2,3,4,16,2.9429,0,0,2012-04-18
446,447,21.0,0,3,3,4,16,2.9429,0,0,2012-04-19
447,448,29.0,0,4,3,4,16,2.9429,0,0,2012-04-20
448,449,34.0,1,5,3,4,16,2.78316,0,0,2012-04-21
449,450,22.0,1,6,4,4,16,2.78316,0,0,2012-04-22
450,451,67.0,0,0,4,4,17,2.78316,0,0,2012-04-23
451,452,24.0,0,1,4,4,17,2.78316,0,0,2012-04-24
452,453,29.0,0,2,4,4,17,2.78316,0,0,2012-04-25
453,454,18.0,0,3,4,4,17,2.78316,0,0,2012-04-26
454,455,28.0,0,4,4,4,17,2.78316,0,0,2012-04-27
455,456,35.0,1,5,4,4,17,2.755797,0,0,2012-04-28
456,457,48.0,1,6,5,4,17,2.755797,0,0,2012-04-29
457,458,34.0,0,0,5,4,18,2.755797,0,0,2012-04-30
458,459,32.0,0,1,1,5,18,2.755797,2,0,2012-05-01
459,460,23.0,0,2,1,5,18,2.755797,2,0,2012-05-02
460,461,44.0,0,3,1,5,18,2.755797,3,0,2012-05-03
461,462,49.0,0,4,1,5,18,2.755797,1,0,2012-05-04
462,463,19.0,1,5,1,5,18,2.7267644,3,1,2012-05-05
463,464,43.0,1,6,1,5,18,2.7267644,3,0,2012-05-06
464,465,25.0,0,0,1,5,19,2.7267644,2,0,2012-05-07
465,466,43.0,0,1,2,5,19,2.7267644,2,0,2012-05-08
466,467,28.0,0,2,2,5,19,2.7267644,3,0,2012-05-09
467,468,29.0,0,3,2,5,19,2.7267644,1,0,2012-05-10
468,469,26.0,0,4,2,5,19,2.7267644,2,0,2012-05-11
469,470,33.0,1,5,2,5,19,2.7267644,2,0,2012-05-12
470,471,15.0,1,6,2,5,19,2.7267644,1,1,2012-05-13
471,472,27.0,0,0,2,5,20,2.7267644,1,0,2012-05-14
472,473,27.0,0,1,3,5,20,2.7267644,2,0,2012-05-15
473,474,35.0,0,2,3,5,20,2.7267644,0,0,2012-05-16
474,475,30.0,0,3,3,5,20,2.7267644,0,0,2012-05-17
475,476,21.0,0,4,3,5,20,2.7267644,0,0,2012-05-18
476,477,31.0,1,5,3,5,20,2.6773942,0,0,2012-05-19
477,478,44.0,1,6,3,5,20,2.6773942,0,0,2012-05-20
478,479,26.0,0,0,3,5,21,2.6773942,0,0,2012-05-21
479,480,48.0,0,1,4,5,21,2.6773942,0,0,2012-05-22
480,481,30.0,0,2,4,5,21,2.6773942,0,0,2012-05-23
481,482,22.0,0,3,4,5,21,2.6773942,0,0,2012-05-24
482,483,17.0,0,4,4,5,21,2.6773942,0,0,2012-05-25
483,484,25.0,1,5,4,5,21,2.6535318,0,0,2012-05-26
484,485,20.0,1,6,4,5,21,2.6535318,0,0,2012-05-27
485,486,17.0,0,0,4,5,22,2.6535318,0,1,2012-05-28
486,487,9.0,0,1,5,5,22,2.6535318,0,0,2012-05-29
487,488,7.0,0,2,5,5,22,2.6535318,0,0,2012-05-30
488,489,31.0,0,3,5,5,22,2.6535318,0,0,2012-05-31
489,490,17.0,0,4,1,6,22,2.6535318,2,0,2012-06-01
490,491,22.0,1,5,1,6,22,2.630194,2,0,2012-06-02
491,492,34.0,1,6,1,6,22,2.630194,3,0,2012-06-03
492,493,24.0,0,0,1,6,23,2.630194,1,0,2012-06-04
493,494,79.0,0,1,1,6,23,2.630194,3,0,2012-06-05
494,495,19.0,0,2,1,6,23,2.630194,3,0,2012-06-06
495,496,13.0,0,3,1,6,23,2.630194,2,0,2012-06-07
496,497,31.0,0,4,2,6,23,2.630194,2,0,2012-06-08
497,498,11.0,1,5,2,6,23,2.630194,3,0,2012-06-09
498,499,30.0,1,6,2,6,23,2.630194,1,0,2012-06-10
499,500,39.0,0,0,2,6,24,2.630194,2,0,2012-06-11
500,501,20.0,0,1,2,6,24,2.630194,2,1,2012-06-12
501,502,18.0,0,2,2,6,24,2.630194,1,0,2012-06-13
502,503,45.0,0,3,2,6,24,2.630194,1,0,2012-06-14
503,504,35.0,0,4,3,6,24,2.630194,2,0,2012-06-15
504,505,22.0,1,5,3,6,24,2.6190026,0,0,2012-06-16
505,506,30.0,1,6,3,6,24,2.6190026,0,1,2012-06-17
506,507,16.0,0,0,3,6,25,2.6190026,0,0,2012-06-18
507,508,37.0,0,1,3,6,25,2.6190026,0,0,2012-06-19
508,509,14.0,0,2,3,6,25,2.6190026,0,0,2012-06-20
509,510,14.0,0,3,3,6,25,2.6190026,0,1,2012-06-21
510,511,115.0,0,4,4,6,25,2.6190026,0,0,2012-06-22
511,512,34.0,1,5,4,6,25,2.627919,0,0,2012-06-23
512,513,11.0,1,6,4,6,25,2.627919,0,0,2012-06-24
513,514,24.0,0,0,4,6,26,2.627919,0,0,2012-06-25
514,515,40.0,0,1,4,6,26,2.627919,0,0,2012-06-26
515,516,17.0,0,2,4,6,26,2.627919,0,0,2012-06-27
516,517,21.0,0,3,4,6,26,2.627919,0,0,2012-06-28
517,518,19.0,0,4,5,6,26,2.627919,0,0,2012-06-29
518,519,16.0,1,5,5,6,26,2.6486976,0,0,2012-06-30
519,520,13.0,1,6,1,7,26,2.6486976,2,0,2012-07-01
520,521,17.0,0,0,1,7,27,2.6486976,2,0,2012-07-02
521,522,20.0,0,1,1,7,27,2.6486976,3,0,2012-07-03
522,523,29.0,0,2,1,7,27,2.6486976,1,1,2012-07-04
523,524,11.0,0,3,1,7,27,2.6486976,3,0,2012-07-05
524,525,36.0,0,4,1,7,27,2.6486976,3,0,2012-07-06
525,526,24.0,1,5,1,7,27,2.656526,2,0,2012-07-07
526,527,21.0,1,6,2,7,27,2.656526,2,0,2012-07-08
527,528,21.0,0,0,2,7,28,2.656526,3,0,2012-07-09
528,529,22.0,0,1,2,7,28,2.656526,1,0,2012-07-10
529,530,36.0,0,2,2,7,28,2.656526,2,0,2012-07-11
530,531,31.0,0,3,2,7,28,2.656526,2,0,2012-07-12
531,532,29.0,0,4,2,7,28,2.656526,1,0,2012-07-13
532,533,28.0,1,5,2,7,28,2.656526,1,0,2012-07-14
533,534,19.0,1,6,3,7,28,2.656526,2,0,2012-07-15
534,535,22.0,0,0,3,7,29,2.656526,0,0,2012-07-16
535,536,15.0,0,1,3,7,29,2.656526,0,0,2012-07-17
536,537,26.0,0,2,3,7,29,2.656526,0,0,2012-07-18
537,538,18.0,0,3,3,7,29,2.656526,0,0,2012-07-19
538,539,18.0,0,4,3,7,29,2.656526,0,1,2012-07-20
539,540,27.0,1,5,3,7,29,2.6619713,0,0,2012-07-21
540,541,36.0,1,6,4,7,29,2.6619713,0,0,2012-07-22
541,542,17.0,0,0,4,7,30,2.6619713,0,0,2012-07-23
542,543,24.0,0,1,4,7,30,2.6619713,0,0,2012-07-24
543,544,19.0,0,2,4,7,30,2.6619713,0,0,2012-07-25
544,545,16.0,0,3,4,7,30,2.6619713,0,0,2012-07-26
545,546,23.0,0,4,4,7,30,2.6619713,0,0,2012-07-27
546,547,8.0,1,5,4,7,30,2.6619713,0,0,2012-07-28
547,548,24.0,1,6,5,7,30,2.6619713,0,0,2012-07-29
548,549,20.0,0,0,5,7,31,2.6619713,0,0,2012-07-30
549,550,11.0,0,1,5,7,31,2.6619713,0,0,2012-07-31
550,551,24.0,0,2,1,8,31,2.6619713,2,0,2012-08-01
551,552,30.0,0,3,1,8,31,2.6619713,2,0,2012-08-02
552,553,44.0,0,4,1,8,31,2.6619713,3,0,2012-08-03
553,554,37.0,1,5,1,8,31,2.7116673,1,0,2012-08-04
554,555,36.0,1,6,1,8,31,2.7116673,3,0,2012-08-05
555,556,27.0,0,0,1,8,32,2.7116673,3,0,2012-08-06
556,557,11.0,0,1,1,8,32,2.7116673,2,0,2012-08-07
557,558,29.0,0,2,2,8,32,2.7116673,2,0,2012-08-08
558,559,22.0,0,3,2,8,32,2.7116673,3,0,2012-08-09
559,560,9.0,0,4,2,8,32,2.7116673,1,0,2012-08-10
560,561,35.0,1,5,2,8,32,2.7116673,2,0,2012-08-11
561,562,19.0,1,6,2,8,32,2.7116673,2,0,2012-08-12
562,563,11.0,0,0,2,8,33,2.7116673,1,0,2012-08-13
563,564,19.0,0,1,2,8,33,2.7116673,1,0,2012-08-14
564,565,23.0,0,2,3,8,33,2.7116673,2,0,2012-08-15
565,566,27.0,0,3,3,8,33,2.7116673,0,0,2012-08-16
566,567,20.0,0,4,3,8,33,2.7116673,0,0,2012-08-17
567,568,21.0,1,5,3,8,33,2.7116673,0,0,2012-08-18
568,569,49.0,1,6,3,8,33,2.7116673,0,1,2012-08-19
569,570,21.0,0,0,3,8,34,2.7116673,0,0,2012-08-20
570,571,33.0,0,1,3,8,34,2.7116673,0,0,2012-08-21
571,572,33.0,0,2,4,8,34,2.7116673,0,0,2012-08-22
572,573,24.0,0,3,4,8,34,2.7116673,0,0,2012-08-23
573,574,28.0,0,4,4,8,34,2.7116673,0,0,2012-08-24
574,575,35.0,1,5,4,8,34,2.7116673,0,0,2012-08-25
575,576,28.0,1,6,4,8,34,2.7116673,0,0,2012-08-26
576,577,33.0,0,0,4,8,35,2.7116673,0,0,2012-08-27
577,578,10.0,0,1,4,8,35,2.7116673,0,0,2012-08-28
578,579,25.0,0,2,5,8,35,2.7116673,0,0,2012-08-29
579,580,16.0,0,3,5,8,35,2.7116673,0,0,2012-08-30
580,581,25.0,0,4,5,8,35,2.7116673,0,0,2012-08-31
581,582,16.0,1,5,1,9,35,2.7116673,2,0,2012-09-01
582,583,35.0,1,6,1,9,35,2.7116673,2,0,2012-09-02
583,584,33.0,0,0,1,9,36,2.7116673,3,1,2012-09-03
584,585,27.0,0,1,1,9,36,2.7116673,1,0,2012-09-04
585,586,32.0,0,2,1,9,36,2.7116673,3,0,2012-09-05
586,587,26.0,0,3,1,9,36,2.7116673,3,0,2012-09-06
587,588,21.0,0,4,1,9,36,2.7116673,2,0,2012-09-07
588,589,44.0,1,5,2,9,36,2.7116673,2,0,2012-09-08
589,590,28.0,1,6,2,9,36,2.7116673,3,0,2012-09-09
590,591,22.0,0,0,2,9,37,2.7116673,1,0,2012-09-10
591,592,27.0,0,1,2,9,37,2.7116673,2,0,2012-09-11
592,593,11.0,0,2,2,9,37,2.7116673,2,0,2012-09-12
593,594,17.0,0,3,2,9,37,2.7116673,1,0,2012-09-13
594,595,33.0,0,4,2,9,37,2.7116673,1,0,2012-09-14
595,596,29.0,1,5,3,9,37,2.7116673,2,0,2012-09-15
596,597,31.0,1,6,3,9,37,2.7116673,0,0,2012-09-16
597,598,51.0,0,0,3,9,38,2.7116673,0,0,2012-09-17
598,599,34.0,0,1,3,9,38,2.7116673,0,0,2012-09-18
599,600,41.0,0,2,3,9,38,2.7116673,0,0,2012-09-19
600,601,44.0,0,3,3,9,38,2.7116673,0,0,2012-09-20
601,602,32.0,0,4,3,9,38,2.7116673,0,0,2012-09-21
602,603,34.0,1,5,4,9,38,2.7141037,0,0,2012-09-22
603,604,42.0,1,6,4,9,38,2.7141037,0,0,2012-09-23
604,605,35.0,0,0,4,9,39,2.7141037,0,0,2012-09-24
605,606,37.0,0,1,4,9,39,2.7141037,0,0,2012-09-25
606,607,25.0,0,2,4,9,39,2.7141037,0,0,2012-09-26
607,608,21.0,0,3,4,9,39,2.7141037,0,0,2012-09-27
608,609,38.0,0,4,4,9,39,2.7141037,0,0,2012-09-28
609,610,62.0,1,5,5,9,39,2.7351887,0,0,2012-09-29
610,611,31.0,1,6,5,9,39,2.7351887,0,0,2012-09-30
611,612,50.0,0,0,1,10,40,2.7351887,2,0,2012-10-01
612,613,44.0,0,1,1,10,40,2.7351887,2,0,2012-10-02
613,614,81.0,0,2,1,10,40,2.7351887,3,0,2012-10-03
614,615,54.0,0,3,1,10,40,2.7351887,1,0,2012-10-04
615,616,38.0,0,4,1,10,40,2.7351887,3,0,2012-10-05
616,617,55.0,1,5,1,10,40,2.7530606,3,0,2012-10-06
617,618,48.0,1,6,1,10,40,2.7530606,2,0,2012-10-07
618,619,48.0,0,0,2,10,41,2.7530606,2,1,2012-10-08
619,620,40.0,0,1,2,10,41,2.7530606,3,0,2012-10-09
620,621,38.0,0,2,2,10,41,2.7530606,1,0,2012-10-10
621,622,28.0,0,3,2,10,41,2.7530606,2,0,2012-10-11
622,623,25.0,0,4,2,10,41,2.7530606,2,0,2012-10-12
623,624,29.0,1,5,2,10,41,2.7530606,1,0,2012-10-13
624,625,36.0,1,6,2,10,41,2.7530606,1,0,2012-10-14
625,626,34.0,0,0,3,10,42,2.7530606,2,0,2012-10-15
626,627,48.0,0,1,3,10,42,2.7530606,0,0,2012-10-16
627,628,57.0,0,2,3,10,42,2.7530606,0,0,2012-10-17
628,629,57.0,0,3,3,10,42,2.7530606,0,0,2012-10-18
629,630,31.0,0,4,3,10,42,2.7530606,0,0,2012-10-19
630,631,69.0,1,5,3,10,42,2.7561212,0,0,2012-10-20
631,632,35.0,1,6,3,10,42,2.7561212,0,0,2012-10-21
632,633,63.0,0,0,4,10,43,2.7561212,0,0,2012-10-22
633,634,52.0,0,1,4,10,43,2.7561212,0,0,2012-10-23
634,635,37.0,0,2,4,10,43,2.7561212,0,0,2012-10-24
635,636,64.0,0,3,4,10,43,2.7561212,0,0,2012-10-25
636,637,44.0,0,4,4,10,43,2.7561212,0,1,2012-10-26
637,638,33.0,1,5,4,10,43,2.7561212,0,0,2012-10-27
638,639,43.0,1,6,4,10,43,2.7561212,0,0,2012-10-28
639,640,52.0,0,0,5,10,44,2.7561212,0,0,2012-10-29
640,641,57.0,0,1,5,10,44,2.7561212,0,0,2012-10-30
641,642,24.0,0,2,5,10,44,2.7561212,0,1,2012-10-31
642,643,28.0,0,3,1,11,44,2.7561212,2,0,2012-11-01
643,644,23.0,0,4,1,11,44,2.7561212,2,0,2012-11-02
644,645,46.0,1,5,1,11,44,2.7643766,3,0,2012-11-03
645,646,38.0,1,6,1,11,44,2.7643766,1,0,2012-11-04
646,647,33.0,0,0,1,11,45,2.7643766,3,0,2012-11-05
647,648,33.0,0,1,1,11,45,2.7643766,3,0,2012-11-06
648,649,32.0,0,2,1,11,45,2.7643766,2,0,2012-11-07
649,650,34.0,0,3,2,11,45,2.7643766,2,0,2012-11-08
650,651,43.0,0,4,2,11,45,2.7643766,3,0,2012-11-09
651,652,32.0,1,5,2,11,45,2.7643766,1,0,2012-11-10
652,653,62.0,1,6,2,11,45,2.7643766,2,1,2012-11-11
653,654,26.0,0,0,2,11,46,2.7643766,2,0,2012-11-12
654,655,60.0,0,1,2,11,46,2.7643766,1,0,2012-11-13
655,656,38.0,0,2,2,11,46,2.7643766,1,0,2012-11-14
656,657,25.0,0,3,3,11,46,2.7643766,2,0,2012-11-15
657,658,26.0,0,4,3,11,46,2.7643766,0,0,2012-11-16
658,659,35.0,1,5,3,11,46,2.7643766,0,0,2012-11-17
659,660,37.0,1,6,3,11,46,2.7643766,0,0,2012-11-18
660,661,34.0,0,0,3,11,47,2.7643766,0,0,2012-11-19
661,662,26.0,0,1,3,11,47,2.7643766,0,0,2012-11-20
662,663,45.0,0,2,3,11,47,2.7643766,0,0,2012-11-21
663,664,12.0,0,3,4,11,47,2.7643766,0,1,2012-11-22
664,665,50.0,0,4,4,11,47,2.7643766,0,0,2012-11-23
665,666,19.0,1,5,4,11,47,2.7618043,0,0,2012-11-24
666,667,19.0,1,6,4,11,47,2.7618043,0,0,2012-11-25
667,668,61.0,0,0,4,11,48,2.7618043,0,0,2012-11-26
668,669,36.0,0,1,4,11,48,2.7618043,0,0,2012-11-27
669,670,35.0,0,2,4,11,48,2.7618043,0,0,2012-11-28
670,671,44.0,0,3,5,11,48,2.7618043,0,0,2012-11-29
671,672,31.0,0,4,5,11,48,2.7618043,0,0,2012-11-30
672,673,48.0,1,5,1,12,48,2.7618043,2,0,2012-12-01
673,674,83.0,1,6,1,12,48,2.7618043,2,0,2012-12-02
674,675,49.0,0,0,1,12,49,2.7618043,3,0,2012-12-03
675,676,66.0,0,1,1,12,49,2.7618043,1,0,2012-12-04
676,677,47.0,0,2,1,12,49,2.7618043,3,0,2012-12-05
677,678,36.0,0,3,1,12,49,2.7618043,3,0,2012-12-06
678,679,49.0,0,4,1,12,49,2.7618043,2,0,2012-12-07
679,680,26.0,1,5,2,12,49,2.7618043,2,0,2012-12-08
680,681,44.0,1,6,2,12,49,2.7618043,3,0,2012-12-09
681,682,30.0,0,0,2,12,50,2.7618043,1,0,2012-12-10
682,683,18.0,0,1,2,12,50,2.7618043,2,0,2012-12-11
683,684,34.0,0,2,2,12,50,2.7618043,2,0,2012-12-12
684,685,39.0,0,3,2,12,50,2.7618043,1,0,2012-12-13
685,686,18.0,0,4,2,12,50,2.7618043,1,0,2012-12-14
686,687,46.0,1,5,3,12,50,2.7618043,2,0,2012-12-15
687,688,23.0,1,6,3,12,50,2.7618043,0,1,2012-12-16
688,689,33.0,0,0,3,12,51,2.7618043,0,0,2012-12-17
689,690,21.0,0,1,3,12,51,2.7618043,0,0,2012-12-18
690,691,31.0,0,2,3,12,51,2.7618043,0,0,2012-12-19
691,692,22.0,0,3,3,12,51,2.7618043,0,0,2012-12-20
692,693,15.0,0,4,3,12,51,2.7618043,0,0,2012-12-21
693,694,8.0,1,5,4,12,51,2.7618043,0,0,2012-12-22
694,695,32.0,1,6,4,12,51,2.7618043,0,0,2012-12-23
695,696,8.0,0,0,4,12,52,2.7618043,0,0,2012-12-24
696,697,0.0,0,1,4,12,52,2.7618043,0,1,2012-12-25
697,698,16.0,0,2,4,12,52,2.7618043,0,0,2012-12-26
698,699,47.0,0,3,4,12,52,2.7618043,0,0,2012-12-27
699,700,18.0,0,4,4,12,52,2.7618043,0,0,2012-12-28
700,701,9.0,1,5,5,12,52,2.8047323,0,0,2012-12-29
701,702,12.0,1,6,5,12,52,2.8047323,0,0,2012-12-30
702,703,12.0,0,0,5,12,1,2.8047323,0,0,2012-12-31
703,704,12.0,0,1,1,1,1,2.8047323,2,1,2013-01-01
704,705,7.0,0,2,1,1,1,2.8047323,2,0,2013-01-02
705,706,15.0,0,3,1,1,1,2.8047323,3,0,2013-01-03
706,707,10.0,0,4,1,1,1,2.8047323,1,0,2013-01-04
707,708,13.0,1,5,1,1,1,2.8066654,3,0,2013-01-05
708,709,21.0,1,6,1,1,1,2.8066654,3,0,2013-01-06
709,710,25.0,0,0,1,1,2,2.8066654,2,1,2013-01-07
710,711,17.0,0,1,2,1,2,2.8066654,2,0,2013-01-08
711,712,15.0,0,2,2,1,2,2.8066654,3,0,2013-01-09
712,713,20.0,0,3,2,1,2,2.8066654,1,0,2013-01-10
713,714,77.0,0,4,2,1,2,2.8066654,2,0,2013-01-11
714,715,29.0,1,5,2,1,2,2.8066654,2,0,2013-01-12
715,716,37.0,1,6,2,1,2,2.8066654,1,0,2013-01-13
716,717,47.0,0,0,2,1,3,2.8066654,1,0,2013-01-14
717,718,38.0,0,1,3,1,3,2.8066654,2,0,2013-01-15
718,719,74.0,0,2,3,1,3,2.8066654,0,0,2013-01-16
719,720,27.0,0,3,3,1,3,2.8066654,0,0,2013-01-17
720,721,35.0,0,4,3,1,3,2.8066654,0,0,2013-01-18
721,722,38.0,1,5,3,1,3,2.8066654,0,0,2013-01-19
722,723,26.0,1,6,3,1,3,2.8066654,0,0,2013-01-20
723,724,46.0,0,0,3,1,4,2.8066654,0,1,2013-01-21
724,725,26.0,0,1,4,1,4,2.8066654,0,0,2013-01-22
725,726,30.0,0,2,4,1,4,2.8066654,0,0,2013-01-23
726,727,16.0,0,3,4,1,4,2.8066654,0,0,2013-01-24
727,728,49.0,0,4,4,1,4,2.8066654,0,0,2013-01-25
728,729,39.0,1,5,4,1,4,2.8078015,0,0,2013-01-26
729,730,35.0,1,6,4,1,4,2.8078015,0,0,2013-01-27
730,731,24.0,0,0,4,1,5,2.8078015,0,0,2013-01-28
731,732,29.0,0,1,5,1,5,2.8078015,0,0,2013-01-29
732,733,28.0,0,2,5,1,5,2.8078015,0,0,2013-01-30
733,734,35.0,0,3,5,1,5,2.8078015,0,0,2013-01-31
734,735,29.0,0,4,1,2,5,2.8078015,2,0,2013-02-01
735,736,35.0,1,5,1,2,5,2.820148,2,0,2013-02-02
736,737,45.0,1,6,1,2,5,2.820148,3,1,2013-02-03
737,738,51.0,0,0,1,2,6,2.820148,1,0,2013-02-04
738,739,27.0,0,1,1,2,6,2.820148,3,0,2013-02-05
739,740,48.0,0,2,1,2,6,2.820148,3,0,2013-02-06
740,741,20.0,0,3,1,2,6,2.820148,2,0,2013-02-07
741,742,33.0,0,4,2,2,6,2.820148,2,0,2013-02-08
742,743,38.0,1,5,2,2,6,2.8211446,3,0,2013-02-09
743,744,54.0,1,6,2,2,6,2.8211446,1,0,2013-02-10
744,745,54.0,0,0,2,2,7,2.8211446,2,0,2013-02-11
745,746,42.0,0,1,2,2,7,2.8211446,2,0,2013-02-12
746,747,55.0,0,2,2,2,7,2.8211446,1,1,2013-02-13
747,748,20.0,0,3,2,2,7,2.8211446,1,1,2013-02-14
748,749,13.0,0,4,3,2,7,2.8211446,2,0,2013-02-15
749,750,34.0,1,5,3,2,7,2.8208406,0,0,2013-02-16
750,751,55.0,1,6,3,2,7,2.8208406,0,0,2013-02-17
751,752,31.0,0,0,3,2,8,2.8208406,0,1,2013-02-18
752,753,16.0,0,1,3,2,8,2.8208406,0,0,2013-02-19
753,754,57.0,0,2,3,2,8,2.8208406,0,1,2013-02-20
754,755,33.0,0,3,3,2,8,2.8208406,0,0,2013-02-21
755,756,26.0,0,4,4,2,8,2.8208406,0,0,2013-02-22
756,757,32.0,1,5,4,2,8,2.8422408,0,0,2013-02-23
757,758,43.0,1,6,4,2,8,2.8422408,0,1,2013-02-24
758,759,10.0,0,0,4,2,9,2.8422408,0,0,2013-02-25
759,760,38.0,0,1,4,2,9,2.8422408,0,0,2013-02-26
760,761,35.0,0,2,4,2,9,2.8422408,0,0,2013-02-27
761,762,29.0,0,3,4,2,9,2.8422408,0,0,2013-02-28
762,763,27.0,0,4,1,3,9,2.8422408,2,0,2013-03-01
763,764,33.0,1,5,1,3,9,2.8422408,2,0,2013-03-02
764,765,22.0,1,6,1,3,9,2.8422408,3,0,2013-03-03
765,766,14.0,0,0,1,3,10,2.8422408,1,0,2013-03-04
766,767,49.0,0,1,1,3,10,2.8422408,3,0,2013-03-05
767,768,31.0,0,2,1,3,10,2.8422408,3,0,2013-03-06
768,769,31.0,0,3,1,3,10,2.8422408,2,0,2013-03-07
769,770,16.0,0,4,2,3,10,2.8422408,2,0,2013-03-08
770,771,18.0,1,5,2,3,10,2.8422408,3,0,2013-03-09
771,772,30.0,1,6,2,3,10,2.8422408,1,0,2013-03-10
772,773,40.0,0,0,2,3,11,2.8422408,2,0,2013-03-11
773,774,31.0,0,1,2,3,11,2.8422408,2,0,2013-03-12
774,775,23.0,0,2,2,3,11,2.8422408,1,0,2013-03-13
775,776,28.0,0,3,2,3,11,2.8422408,1,0,2013-03-14
776,777,22.0,0,4,3,3,11,2.8422408,2,0,2013-03-15
777,778,22.0,1,5,3,3,11,2.8422408,0,0,2013-03-16
778,779,22.0,1,6,3,3,11,2.8422408,0,1,2013-03-17
779,780,25.0,0,0,3,3,12,2.8422408,0,0,2013-03-18
780,781,22.0,0,1,3,3,12,2.8422408,0,0,2013-03-19
781,782,18.0,0,2,3,3,12,2.8422408,0,0,2013-03-20
782,783,37.0,0,3,3,3,12,2.8422408,0,0,2013-03-21
783,784,14.0,0,4,4,3,12,2.8422408,0,0,2013-03-22
784,785,25.0,1,5,4,3,12,2.8422408,0,0,2013-03-23
785,786,40.0,1,6,4,3,12,2.8422408,0,0,2013-03-24
786,787,36.0,0,0,4,3,13,2.8422408,0,0,2013-03-25
787,788,39.0,0,1,4,3,13,2.8422408,0,0,2013-03-26
788,789,26.0,0,2,4,3,13,2.8422408,0,0,2013-03-27
789,790,12.0,0,3,4,3,13,2.8422408,0,0,2013-03-28
790,791,52.0,0,4,5,3,13,2.8422408,0,0,2013-03-29
791,792,24.0,1,5,5,3,13,2.8415136,0,0,2013-03-30
792,793,34.0,1,6,5,3,13,2.8415136,0,1,2013-03-31
793,794,27.0,0,0,1,4,14,2.8415136,2,0,2013-04-01
794,795,31.0,0,1,1,4,14,2.8415136,2,1,2013-04-02
795,796,42.0,0,2,1,4,14,2.8415136,3,0,2013-04-03
796,797,24.0,0,3,1,4,14,2.8415136,1,0,2013-04-04
797,798,43.0,0,4,1,4,14,2.8415136,3,0,2013-04-05
798,799,32.0,1,5,1,4,14,2.8315039,3,0,2013-04-06
799,800,27.0,1,6,1,4,14,2.8315039,2,0,2013-04-07
